DisplayName = 052-D 
AddDisplayName = ja_JP, 052D
ItemID = 28321
MaxHp = 7500
Speed = 0.5
Sound = boat
Float = true
ThrottleUpDown = 0.9
FloatOffset = -0.3
MinRotationPitch = 0
MaxRotationPitch = 0
MobilityRoll = 0
Gravity = -0.1
GravityInWater = 0.1
DamageFactor = 0.2
InventorySize = 64



HUD=plane,plane_gnr,plane_gnr,plane_gnr,plane_gnr,plane_gnr,plane_gnr,plane_gnr,plane_gnr,plane_gnr,


Category = M.C



CanMoveOnGround = false
CanRotOnGround  = false
MobilityYawOnGround = 2.0

CameraPosition = 0.00, 12.8374, 43.6621, true

MaxFuel         = 15000
FuelConsumption = 15.0


AddPartWing =  0.00,10.9964,-68.7470, 1,0,0, 90

AddPartRotation = 0.00, 13.9937, -30.6159,  0,-1,0,       1.7,      false

AddSeat = 0.1065,  15.5337, 13.2807, 0.00, 16,  43.6621, true, -80, 15
AddSeat = 0.1065,  15.5337, 8.2490, 0.00, 15.5,  43.6622, true, -80, 15
AddGunnerSeat =  1.1065,  15.5337, 13.2807, 0.00, 14.4,  20.9886, true, -80, 35
AddGunnerSeat = -1.1065,  15.5337, 13.2807, -0.000, 18.4566, -55.1179, true, -80, 20
AddGunnerSeat =  2.1065,  15.5337, 13.2807, -5.3236, 12.5, -58.2627, true, -80, 20
AddGunnerSeat = -2.1065,  15.5337, 8.2490,  5.3236, 12.5, -58.2627, true, -80, 20
AddGunnerSeat =  1.1065,  15.5337, 8.2490, 4.8225, 3.0497, -76.7791, true, -20.0, 30.0
AddGunnerSeat = -1.1065,  15.5337, 8.2490, -3.8814, 3.0497, -76.7791, true, -20.0, 30.0
AddGunnerSeat =  2.1065,  15.5337, 8.2490, 0.00, 28,  31.6988, true, -90,  90
AddGunnerSeat = -2.1065,  15.5337, 8.2490, 0.00, 28, -43.1976, true, -90,  90



AddPartWeaponBay = hhq-9_1,  -4.1597,  6.7793, 31.0794,  0.000, 0, 1.000,  120
AddPartWeaponBay = dh-10tv_1,   4.0486,  6.7793, 31.0794,  0.000, 0, 1.000, -120
AddPartWeaponBay = yj-18,   0.3153,  6.6749, -30.8866, 0.000, 0, 1.000,  100
AddPartWeaponBay = yj-18,  -0.2301,  6.6749, -30.8866, 0.000, 0, 1.000, -100
AddPartWeaponBay = hhq-9,  0,  7.7739, -47.4312,  -1, 0, 0,  120
AddPartWeaponBay = hhq-9,  0,  7.7739, -39.1412,   1, 0, 0,  120
AddPartWeaponBay = dh-10,  0,  7.7739, -43.0334,  -1, 0, 0,  110
AddPartWeaponBay = dh-10tv,  0,  7.7739, -43.5496,   1, 0, 0,  110

AddPartWeaponBay = 324_R,  -8.6753,  3.2093, -76.8363,   0, 0, 1,  -120

AddPartWeaponBay = 324_L,   8.4231,  3.2093, -76.8363,   0, 0, 1,   120





AddWeapon = 130mmgun,    -0.047, 10.3392, 43.6621, 0.0, 0.0, true,  2,   0, -155,155, -40.0, 15.0

AddWeapon = 1130, 0.00, 12.8374, 20.9886, 0.0, 0.0, false,  3,   0, -145,145, -80.0, 35.0

AddWeapon = hhq-10, -0.0483, 15.4566, -55.1179, 0.0, 0.0, false, 4, 0, -360,360, -80.0, 20.0

AddWeapon = s-8_L,  -5.3236, 11.5163, -60.8074, 0.0, 0.0, false, 5, 0, -360,360, -40.0, 2.0
AddWeapon = s-8_L,  -5.3236, 11.5163, -55.3241, 0.0, 0.0, false, 5, 0, -360,360, -40.0, 2.0
AddWeapon = s-8_R,  5.3236, 11.5163, -55.3241, 0.0, 0.0, false, 6, 0, -360,360, -40.0, 2.0
AddWeapon = s-8_R,  5.3236, 11.5163, -60.8074, 0.0, 0.0, false, 6, 0, -360,360, -40.0, 2.0
AddWeapon = 324_L,  4.8225, 1.1497, -76.7791, 0.0, 0.0, false, 7, 0, -360,360, 0.0, 0.0
AddWeapon = 324_R,  -3.8814, 1.1497, -76.7791, 0.0, 0.0, false, 8, 0, -360,360, 0.0, 0.0
AddWeapon = none,     -3.4951,  7.0228, 35.9997, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = none,     -3.4951,  7.0228, 35.9997, 0.0, 0.0, false, 10, 0, -360,360, -90.0,  -90.0


AddWeapon = dh-10tv_1,     3.4951,  7.0228, 35.9997, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 34.6947, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 33.4369, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 32.4342, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 30.4909, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 29.2358, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 27.9806, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = dh-10tv_1,     3.4951,  7.0228, 26.7553, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0

AddWeapon = hhq-9_1,     -3.4951,  7.0228, 35.9997, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = hhq-9_1,     -3.4951,  7.0228, 34.6947, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = hhq-9_1,     -3.4951,  7.0228, 33.4369, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
AddWeapon = hhq-9_1,     -3.4951,  7.0228, 32.4342, 0.0, 0.0, false, 9, 0, -360,360, -90.0,  -90.0
